gold_id,case_id,conversation_id,customer_id,customer_message,classification_status,is_multi_intent,areas,intents,primary_intent,states,should_escalate,escalation_reason,difficulty,sampling_category,annotator_notes
gold_0077,amazon_case_0071826,367922,203162,"delivery is great & all until the driver decides it’s raining too hard, falsely marks your packages delivered, & leaves😠",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: CARRIER_FEEDBACK_AND_INSTRUCTIONS
gold_0078,amazon_case_0086953,394389,209452,"I've spoken to you on the phone, it's not about my order - it's about the lazy courier being able to choose to not deliver the parcel",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: CARRIER_FEEDBACK_AND_INSTRUCTIONS
gold_0079,amazon_case_0140187,2573803,729895,"Crappy your delivery driver throw my parcel behind a bin, didn’t bother with the doorbell or to knock. Only knew it was delivered when I checked tracking. Had been left outside in the wet for an hour. Not impressed. 😡",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: CARRIER_FEEDBACK_AND_INSTRUCTIONS
gold_0080,amazon_case_0064756,2453614,702930,: PLEASE tell your delivery people to ring the bell when they leave packages in the rain and don't block doors in case of a fire too,NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: CARRIER_FEEDBACK_AND_INSTRUCTIONS
gold_0081,amazon_case_0051595,74685,132725,The item is being returned undelivered by the courier,NORMAL,False,RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: RETURN_PICKUP_ISSUE
gold_0082,amazon_case_0015278,808116,296482,I just checked with courier guy. He said no receiver was available to collect ur return parcel. You guys r such a cheat,NORMAL,False,RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: RETURN_PICKUP_ISSUE
gold_0083,amazon_case_0139757,1262582,415722,"I have an issue with returning an order. The request has been sent, but it's been a week and no one has picked up the item yet.",NORMAL,False,RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: RETURN_PICKUP_ISSUE
gold_0084,amazon_case_0064948,1143168,198899,"Returned given to ur courier, have hand written receipt but u are denying return, still no refund after long struggle.",NORMAL,False,RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: RETURN_PICKUP_ISSUE
gold_0085,amazon_case_0141245,478454,228682,"My return shipment for order #405-7747707-9284302 was supposed to get picked up today. Unfortunately, I didn't get any call from the pickup service even after waiting for 3 hours. This is very unprofessional.",NORMAL,False,RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: RETURN_PICKUP_ISSUE
gold_0086,amazon_case_0144802,2319556,249039,"Well considering the agent decided to call me ""Gretchin"" in the follow up email then I'm not overly pleased. No I can not change the delivery address, your agent told me I had to wait until tomorrow and get a refund and order again.",NORMAL,False,ORDER_MANAGEMENT,MODIFY_ORDER_DETAILS,MODIFY_ORDER_DETAILS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: MODIFY_ORDER_DETAILS
gold_0087,amazon_case_0037235,2938210,523094,Hi I’ve just been on the phone to customer services and I am being sent a replacement item however I wish to change the address that it is being sent to - please can you help with this?,NORMAL,False,ORDER_MANAGEMENT,MODIFY_ORDER_DETAILS,MODIFY_ORDER_DETAILS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: MODIFY_ORDER_DETAILS
gold_0088,amazon_case_0160812,2609930,738147,hi I need to amend a delivery order address ASAP can you help please,NORMAL,False,ORDER_MANAGEMENT,MODIFY_ORDER_DETAILS,MODIFY_ORDER_DETAILS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: MODIFY_ORDER_DETAILS
gold_0089,amazon_case_0000115,786581,307639,unrequested delivery address change. Help!,NORMAL,False,ORDER_MANAGEMENT,MODIFY_ORDER_DETAILS,MODIFY_ORDER_DETAILS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: MODIFY_ORDER_DETAILS
gold_0090,amazon_case_0155626,1027501,363138,Hi. I have given the wrong address by mistake while placing an order yesterday. And I'm not able to change it. Please assist.,NORMAL,False,ORDER_MANAGEMENT,MODIFY_ORDER_DETAILS,MODIFY_ORDER_DETAILS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: MODIFY_ORDER_DETAILS
gold_0091,amazon_case_0094681,1718103,520221,my amazon prime video has stopped letting my stream HD on my iPhone 7 and I don’t know why. Can you help,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: DIGITAL_CONTENT_ACCESS
gold_0092,amazon_case_0031899,2406961,692205,Problem watching videos on Prime on laptop.. everything says video not available. I think you are down. All browsers same issue,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: DIGITAL_CONTENT_ACCESS
gold_0093,amazon_case_0087106,132452,145880,why can’t I see Amazon Prime Video App in my Sony Bravia with Android TV? It is not pre-installed on the Home screen or Google Play Store,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: DIGITAL_CONTENT_ACCESS
gold_0094,amazon_case_0099038,939543,309722,Amazon Prime video doesn’t work with Android TV’s except for Sony. Even though you are Pushing TCL TV’s and making it amazon exclusive,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: DIGITAL_CONTENT_ACCESS
gold_0095,amazon_case_0026098,1349104,337269,what's going on with the Android Prime Video app? It just doesn't work anymore?! <URL>,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: DIGITAL_CONTENT_ACCESS
gold_0096,amazon_case_0049424,2692741,756894,"Love ordering stuff from Amazon, no confirmation email and now my password isn't working 🙄",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: ACCOUNT_LOGIN_ISSUES
gold_0097,amazon_case_0091321,401628,210974,"Tried multiple time to reset password, says code has been sent to my email to verify its me. But it is never there. Please help!",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: ACCOUNT_LOGIN_ISSUES
gold_0098,amazon_case_0094587,2766414,773649,"can't use my rupay card to make payments/add balance on amazon. won't get redirected to otp page. issue since a month now, please coordinate and fix. you are losing customers.",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: ACCOUNT_LOGIN_ISSUES
gold_0099,amazon_case_0111852,173480,156612,I can't sign on to my account. When I ask for a password reset no email comes with a code. Help!!,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: ACCOUNT_LOGIN_ISSUES
gold_0100,amazon_case_0108165,2789086,778527,"Hey AmazonIndia, is your sign in page working ? I am getting 500 error.",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: ACCOUNT_LOGIN_ISSUES
gold_0101,amazon_case_0088187,920650,287493,Hey tried to get two factor authentication going - and I haven't even got the OTP. Fix this please? <URL>,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0102,amazon_case_0153812,1548202,479296,it takes a lot of time to add Money to Amazon Pay wallet. It is frustrating. I am still waiting for OTPs from card companies.,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0103,amazon_case_0072311,107270,139823,I've had no emails only the confirmation emails that password has been reset and still doesn't let me log in just says incorrect password,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0104,amazon_case_0114412,439635,219372,Can't log into my account on app/desktop/mobile sites. Need verification email. Tried lots of times. No email has arrived!,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0105,amazon_case_0117404,442894,219976,"my seller account has been hacked and I kept getting the same run around from you guys, but no one has been able to resolve the issue. I’ve literally been assigned 3 different case numbers 😡👎🏼#amazonselleraccounthacked",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0106,amazon_case_0139194,737121,296310,my account has had the email and password changed so i cant log in.,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0107,amazon_case_0054430,340890,197436,"I contacted customer service. Was told no big deal, she’ll send me a link to reset my password. Gets link to <URL> 🤦🏻‍♀️ <URL>",NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for ACCOUNT_LOGIN_ISSUES.
gold_0108,amazon_case_0164217,1042297,366437,Can i just cancel the order?,NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0109,amazon_case_0101677,1206184,403259,Hi . I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0110,amazon_case_0069307,364000,202270,"Hi Amazon, I placed an order half n hour back, which i now want to cancel but I cant locate Cancel order option. Please help.",NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0111,amazon_case_0097584,150643,150364,"Hi, I'd like to cancel an order. I don't see any options to cancel. Can you please help me with it?",NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0112,amazon_case_0092644,1714315,519131,Trying to cancel an order that has already shipped -- is there any way to just stop this in its tracks and get a refund?,NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0113,amazon_case_0109026,2528249,719851,an i would also like to cancel this order of mine Order # 171-0731348-872034,NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0114,amazon_case_0070600,627877,268705,how to stop cancel of order Order # 406-5465885-2121917,NORMAL,False,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CANCEL_ORDER_REQUEST.
gold_0115,amazon_case_0142855,481467,229446,"your delivery driver today, decided that ring my doorbell and then dropping the parcel in a flower bed outside the door was acceptable service. A your thoughts please?",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0116,amazon_case_0114262,701459,287442,"So claims that I was handed my delivery today at half past two, I wasn't even in the house and there's no parcel to be found!",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0117,amazon_case_0040741,582669,257144,u are useless. Delivered parcel to wrong place. Lied and said it was received by the resident. We tried to spk to superior. U said they would phone back within 2 hours. LIARS....No call. Not first time couriers have LIED,NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0118,amazon_case_0159964,2870696,298069,Driver forgot the package OR decided to take a break bc his car was on my street but on the opposite side and then left when I thought he was going to be delivered at 9p 😤☹️,NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0119,amazon_case_0019439,1076306,373969,"parcel delivered to my address, left outside in rain. Address/postcode is mine. Nobody lives here with name on parcel. Any ideas",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0120,amazon_case_0064086,2452551,702710,"my parcel was delivered to a neighbour yesterday, I've asked everyone on my street and no one has it and no note left by driver?",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0121,amazon_case_0098918,2948166,814230,"Driver from tried to force parcel that was too big through my letterbox (I was Home). Went out to confront him, he pulled parcel back out with letter box attached, pushed it back in said sorry and drove off before I could confront him about damage! <URL>",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for CARRIER_FEEDBACK_AND_INSTRUCTIONS.
gold_0122,amazon_case_0080366,383363,206821,"First time I received damaged, non functioning, scrap product packed well in a box from a seller. Amazon helped me to return but I needed the product right now. don't buy from less known seller at Amazon. :(",NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0123,amazon_case_0155601,2338193,676438,i received damaged product .this is first time that i have ordered on amazon. very bad experience. 9990198468,NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0124,amazon_case_0044210,2422658,695817,just had to make a complaint regarding wrong item sent to me. Have to say your customer service is fantastic!!,NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0125,amazon_case_0100109,1990147,588975,"Ordered and received a product which is defective.Requested return 10 days ago , no one came to take the package back. Disgusting. <URL>",NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0126,amazon_case_0130101,2558564,726334,...im so disappointed with your customer service & 3rd party sellers. Damaged goods & no satisfactory resolution.,NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0127,amazon_case_0096556,2508012,715026,a broken/ defective piece was sent to me <URL>,NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0128,amazon_case_0006912,796469,309920,I decided to gift something to my sis so I bought this but it came broken with very bad quality.😑 So disappointed 😓 #AmazonIndia <URL>,NORMAL,False,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DAMAGED_OR_DEFECTIVE_ITEM.
gold_0129,amazon_case_0055143,865851,325608,my package was scheduled to receive today; still waiting!,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0130,amazon_case_0151342,233434,171573,My package was supposed to arrive 3 Days ago!,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0131,amazon_case_0095885,1458010,458235,"my package went from 2 day delivery to 6 day cus of a ""delay."" Twice Ive used prime shipping and haven't gotten things on time 😒",NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0132,amazon_case_0006265,9137,117636,Had a package scheduled for delivery today and it didn’t come I’m not happy,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0133,amazon_case_0061397,2710398,761048,Just got an email that my order has been delayed and to wait till NEXT Thursday before contacting anyone! I ordered next day delivery and I live 26 darn minutes from the fulfillment center😒,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0134,amazon_case_0017078,1597256,490667,Ordered a package desperately needed and it was due to arrive yesterday and is now 'running late'. Any idea of a delivery date??,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0135,amazon_case_0106274,950250,345382,"Hi there, is there anyway of still getting my parcel today? Ive spoken to amazon and they delayed it till Monday.",NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DELIVERY_DELAYED.
gold_0136,amazon_case_0159614,248678,175076,"I am new 2 prime video but no stranger to streaming services. Why, when I watch tv series does it not start were i left off?",NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0137,amazon_case_0096289,2507280,714850,why can’t I download a book into my kindle app. All I get is a sample. Please help.,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0138,amazon_case_0059373,348361,198932,when will Amazon prime video support Please bring it fast,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0139,amazon_case_0038858,318606,192004,your prime video app keeps on freezing and repeat multiple time same 3 second before which it was freezed,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0140,amazon_case_0067187,884873,388014,Videos downloading very slow in Amazon prime videos app..#ArjunReddy #ArjunReddyinamazon,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0141,amazon_case_0067484,361035,201488,I hv observed tht kindle fire TV disconnects from internet after a while n it is recurring.although internet is working fine.,NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0142,amazon_case_0068114,1410750,447894,"I have! Whenever I try to select a book/magazine from the Prime Reading section, i get sent to KindleUnlimited. Am I doing something wrong?",NORMAL,False,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for DIGITAL_CONTENT_ACCESS.
gold_0143,amazon_case_0085790,916579,337610,The app is saying the parcel was handed to me. I was at home during the time of the supposed delivery and have nothing.,NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0144,amazon_case_0021182,554602,249436,"The guy that was delivering it cancelled my order saying that I wasn't in and never came to deliver the package, your app is now saying I am not due a refund.",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0145,amazon_case_0033301,1098008,210510,I didn’t . The app told me it would come today then changed to 14-17 instead. I ordered my item on Wednesday.,NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0146,amazon_case_0155949,1246388,412414,When your app says your order will be delivered today by 8pm but it’s already 8:19 and your package hasn’t arrived 😫,NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,EASY,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0147,amazon_case_0166544,783440,306990,i got the notification that I received my package but i did not and I waited an hour and nothing has came yet!,NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0148,amazon_case_0156387,1553250,344052,"After being told by your support my package will be here today it has been pushed back again, the item will be over 6 days late <URL>",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
gold_0149,amazon_case_0071010,1939130,264487,"hi, I ordered 6 of an item and 2 arrived this morning. The app showed 2 further shipments due by 9pm. I am trying to track...",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,MEDIUM,COMMON,Standard representative example for MARKED_DELIVERED_NOT_RECEIVED.
