gold_id,case_id,conversation_id,customer_message,context,proposed_status,proposed_areas,proposed_intents,proposed_primary_intent,proposed_states,proposed_should_escalate,human_status,human_areas,human_intents,human_primary_intent,human_states,human_should_escalate,human_escalation_reason,human_notes,review_flags,assistant_outcome,review_priority,assistant_status_recommendation,assistant_areas_recommendation,assistant_intents_recommendation,assistant_primary_intent_recommendation,assistant_states_recommendation,assistant_should_escalate_recommendation,assistant_escalation_reason_recommendation,assistant_notes_recommendation,human_action,adjudication_status
gold_0046,amazon_case_0034643,1099802,I canceled my order by mistake.... Pls contact- 8655123588,"CUSTOMER: I canceled my order by mistake.... Pls contact- 8655123588
BRAND: I understand your concern. Once an order is canceled, we cannot reinstate it. Request you to place a new order. 1/2",NORMAL,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,CANCEL_ORDER_REQUEST|UNRECOGNIZED_OR_DUPLICATE_CHARGE,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Closest available intent is cancellation; note that the customer actually wants to reverse an accidental cancellation.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Closest available intent is cancellation; note that the customer actually wants to reverse an accidental cancellation.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0047,amazon_case_0036794,2937498,It was originally expected Tuesday (yesterday) and then I received an email saying “there may be a delay in delivering your order”.,"CUSTOMER: Hi I pay for Prime (UK) and an item I ordered on Sunday still isn’t here, and the app is telling me it might not be here until Friday?? Could someone please look into this for me, thank you.
BRAND: Can I ask, what was the estimated delivery date given to you on the confirmation email you received when you placed this order?^GA
CUSTOMER: It was originally expected Tuesday (yesterday) and then I received an email saying “there may be a delay in delivering your order”.",NORMAL,ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED|MODIFY_ORDER_DETAILS,DELIVERY_DELAYED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Context explicitly states original date passed and a delay notice was received.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Context explicitly states original date passed and a delay notice was received.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0048,amazon_case_0098653,2511798,my order#408-5604067-5477926 supposed to be delivered by tomorrow but I have noticed it is not yet dispatched. Status ASAP,"CUSTOMER: my order#408-5604067-5477926 supposed to be delivered by tomorrow but I have noticed it is not yet dispatched. Status ASAP
BRAND: I’m sorry about the issue you’re facing with delivery. Let us look into it. (1/2)^HR
BRAND: Please share your details from the link here: <URL> to assist you accordingly. (2/2)^HR",NORMAL,ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER|MODIFY_ORDER_DETAILS,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Current turn only asks for status before the promised date.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Current turn only asks for status before the promised date.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0049,amazon_case_0112122,2795363,I would also like to point out that this is the SECOND time that a package I ordered from Amazon was LOST in the last two weeks!!!,"CUSTOMER: Pretty sure my package got delivered to the WRONG house!! My tracking says it was delivered but I don’t have it and the delivery pic is NOT of my house! 😡
BRAND: I'm sorry to hear you haven't received your order! Can you let us know which carrier was assigned to deliver the package? You can review this information here: <URL>
CUSTOMER: It just says shipped with AMZL US?
BRAND: We'd like to make sure this is escalated for you. Please send us your details at this link here: <URL>
CUSTOMER: It’s not letting me log in for some reason. Where does the link take me? Customer service?
BRAND: It takes you to an area to give information to our specialist team. Which site do you usually use? amazon.uk, <URL> etc.
CUSTOMER: I usually use my kindle. I’m in the US 🤷🏾‍♀️
CUSTOMER: Can you email it to me so I can check it later?
BRAND: Oh no! Have you tried to use the link in a different browser? Let us know if this works!
CUSTOMER: ..sigh this is annoying I just want my shoes 😫
CUSTOMER: I’m in class I’ll have to deal with this mess later smh
CUSTOMER: Ok. How do I get my package???!!
CUSTOMER: I would also like to point out that this is the SECOND time that a package I ordered from Amazon was LOST in the last two weeks!!!",NORMAL,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM|REFUND_STATUS_INQUIRY,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Full context clearly describes delivery to the wrong house / proof mismatch; current customer says package was lost.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Full context clearly describes delivery to the wrong house / proof mismatch; current customer says package was lost.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0050,amazon_case_0109139,431156,this is how your executives text ... Horrible service ever.. I think every body should stop using Amazon.. <URL>,"CUSTOMER: this is how your executives text ... Horrible service ever.. I think every body should stop using Amazon.. <URL>
BRAND: The problem you experienced is no more acceptable to us than it was to you. (1/2)^HR",NORMAL,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE|REFUND_STATUS_INQUIRY,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,AMBIGUOUS,,,,INITIAL_INQUIRY,False,,Current turn is generic service venting; earlier return context is not enough to infer a fresh actionable intent.,CONTEXT_MAY_DISAMBIGUATE,UNRESOLVED,HUMAN_REVIEW,AMBIGUOUS,,,,INITIAL_INQUIRY,False,,Current turn is generic service venting; earlier return context is not enough to infer a fresh actionable intent.,Inspect context carefully before accepting.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0051,amazon_case_0094446,2766303,Have filled enough forms. Filled this one too. #Amazon customer care is pathetic. No one has a clue whats happening,"CUSTOMER: Now #FraudAmazon #Amazon says the product is on the way after claiming it was deliverd and rejecting to provide proof! #news18india #aajtak #abpnews Sir, FDI is good but cheating people in the name of FDI #Amazon <URL>
BRAND: I'm sorry about the conflicting tracking information. Kindly share your details here: <URL> and we'll check. Also, please don't provide your order details, as we consider them to be personal information. Our page is visible to the public.
CUSTOMER: Have filled enough forms. Filled this one too. #Amazon customer care is pathetic. No one has a clue whats happening",NORMAL,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,REFUND_STATUS_INQUIRY|CANCEL_ORDER_REQUEST,REFUND_STATUS_INQUIRY,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Context is dominated by conflicting delivery status and lack of proof; current turn complains after repeated forms.,,UNRESOLVED,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Context is dominated by conflicting delivery status and lack of proof; current turn complains after repeated forms.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0052,amazon_case_0086351,917563,"Please check the Echo & Alexa page on the website. May have skipped a ""f"" 😆 <URL>","CUSTOMER: Please check the Echo & Alexa page on the website. May have skipped a ""f"" 😆 <URL>",NORMAL,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS|PRIME_MEMBERSHIP_MANAGEMENT,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,Website typo/feedback without a clear support problem is outside the selected business-intent taxonomy.,,NO_ACTIONABLE_SUPPORT_REQUEST,NORMAL,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,Website typo/feedback without a clear support problem is outside the selected business-intent taxonomy.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0053,amazon_case_0024894,35949,this is what the app says <URL>,"CUSTOMER: Twin Peaks the Final Dossier was expected to arrive yesterday, the day it was released. Yay, preorder! Except hasn’t shipped it yet.
BRAND: Hi Pam, have we missed the date given in your order confirmation email? What info is visible here: <URL>
CUSTOMER: this is what the app says <URL>",NORMAL,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS|PRIME_MEMBERSHIP_MANAGEMENT,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Context is a preorder that missed its release-day shipping; current message is evidence from the app.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Context is a preorder that missed its release-day shipping; current message is evidence from the app.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0054,amazon_case_0131432,1511916,This is from the app <URL>,"CUSTOMER: your website and app will not load, haven’t been able to access your website since yesterday afternoon.
BRAND: What type of device are you using? Clearing cache and cookies or trying another web browser typically resolves most issues.
CUSTOMER: Both my iPad and my iPhone and my wife’s iPhone and our desktop will try clearing the cache and cookies. Will that fix the app?
BRAND: It's a step to see if it will help. Please keep us updated!
CUSTOMER: This is from the app <URL>
CUSTOMER: Clearing cache and cookies did not help
CUSTOMER: <URL>",NORMAL,DIGITAL_SERVICES_AND_PRIME|REFUNDS_AND_BILLING,DIGITAL_CONTENT_ACCESS|REFUND_STATUS_INQUIRY,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,General Amazon app technical failure is not represented by the frozen v1 business intents.,,OUT_OF_TAXONOMY,TAXONOMY_REVIEW,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,General Amazon app technical failure is not represented by the frozen v1 business intents.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0055,amazon_case_0132871,989589,Can't be refunded until the order is despatched and then I'll have to ring back and request a refund,"CUSTOMER: In a foul mood thanks to not delivering my order on time. Happy Sunday to me - NOT 😡😡😡
BRAND: I'm sorry for the trouble with delivery! We'd like to look into this with you by phone or chat: <URL>
CUSTOMER: Already been on the phone for an hour to be told they don't know what's going on -might be today or tomorrow - not good enough at all
BRAND: I'm sorry for the frustration. Some couriers do deliver until 21:00. Please keep us posted, Emma.
CUSTOMER: Not good enough when I paid for pre -1.00 p.m. delivery
BRAND: What was advised regarding the shipping charge when you spoke with us?
CUSTOMER: Can't be refunded until the order is despatched and then I'll have to ring back and request a refund",NORMAL,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE|REFUND_STATUS_INQUIRY,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT|REFUNDS_AND_BILLING,DELIVERY_DELAYED|REFUND_STATUS_INQUIRY,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,False,,Context is a delayed order plus refund of a shipping charge.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT|REFUNDS_AND_BILLING,DELIVERY_DELAYED|REFUND_STATUS_INQUIRY,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,False,,Context is a delayed order plus refund of a shipping charge.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0056,amazon_case_0110234,432923,Yes my package was supposed to arrive yesterday. I receive no tracking update I wouldn’t have know unless I checked.,"CUSTOMER: Today is the first day ever that I have been EXTREMELY DISAPPOINTED in I still have not received a package.
BRAND: I'm sorry we've disappointed you, Ashley! Have we missed the estimated delivery date given at checkout and in your e-mail?
CUSTOMER: Yes my package was supposed to arrive yesterday. I receive no tracking update I wouldn’t have know unless I checked.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0057,amazon_case_0048826,594540,"SORT OUT YOUR PARCEL TRACKING, waited in twice all day for a parcel that was “out for delivery” STILL NO PACKAGE. 😡📦","CUSTOMER: SORT OUT YOUR PARCEL TRACKING, waited in twice all day for a parcel that was “out for delivery” STILL NO PACKAGE. 😡📦",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Tracking shows 'out for delivery'; package not received. State indicates tracking already consulted.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Tracking shows 'out for delivery'; package not received. State indicates tracking already consulted.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0058,amazon_case_0152499,497276,I ordered something via Amazon Prime midday on Friday 24th November and still have no goods. Tracker says “dispatched for delivery tomorrow” but has said this since Monday 27th November. Please can you advise?,CUSTOMER: I ordered something via Amazon Prime midday on Friday 24th November and still have no goods. Tracker says “dispatched for delivery tomorrow” but has said this since Monday 27th November. Please can you advise?,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Tracking/status inquiry; no explicit passed promised date.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Tracking/status inquiry; no explicit passed promised date.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0059,amazon_case_0005594,1319018,"Fed up with this is the 3rd time in this very month, parcels are marked as delivered but no delivered in reality..","CUSTOMER: Fed up with this is the 3rd time in this very month, parcels are marked as delivered but no delivered in reality..
BRAND: I'm sorry you've not received your order. Kindly share your details here: <URL> 1/2",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0060,amazon_case_0164697,2353778,"i pay for prime, note for delivery was to leave package at door, amazon alert just stated delivery attempted & i'll have to wait an extra day","CUSTOMER: tired of all the problems i keep having with my deliveries!
BRAND: I'm sorry to hear you're having trouble receiving your packages! Are you currently waiting on an outstanding order?
CUSTOMER: i pay for prime, note for delivery was to leave package at door, amazon alert just stated delivery attempted & i'll have to wait an extra day",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Delivery was attempted and pushed to another day; not marked delivered.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Delivery was attempted and pushed to another day; not marked delivered.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0061,amazon_case_0015604,546464,just delivered a package to our house and the address isn’t even close. Somebody is going to be upset because I’m not delivering it.,CUSTOMER: just delivered a package to our house and the address isn’t even close. Somebody is going to be upset because I’m not delivering it.,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,"Complaint concerns misdelivery to the wrong address / carrier behavior, not the customer's parcel being marked delivered and missing.",,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,"Complaint concerns misdelivery to the wrong address / carrier behavior, not the customer's parcel being marked delivered and missing.",Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0062,amazon_case_0067847,1148281,Helping me and said it's amazon's problem,"CUSTOMER: can I get some help please?
BRAND: We'd love to help if we can. Without providing personal info, what is going on?
CUSTOMER: I pre order fifa 18 for ps4 2 weeks ago and didn't get my dlc amazon said to contact ea help which only today heard back saying they are not
CUSTOMER: Helping me and said it's amazon's problem",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,"Missing FIFA DLC is a digital-content access/support issue, not a carrier problem.",,,NORMAL,NORMAL,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,"Missing FIFA DLC is a digital-content access/support issue, not a carrier problem.",Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0063,amazon_case_0036089,52901,"Why you guys update tracking status as ""delivered"" without actually delivering the product? Tracking #:511367948985","CUSTOMER: Why you guys update tracking status as ""delivered"" without actually delivering the product? Tracking #:511367948985
BRAND: Sorry about this experience, Anuj. Please report this to our team here: <URL> and we'll look into this. 1/2",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0064,amazon_case_0017954,2647246,My account was hacked. Way too much time with them trying to get this fixed. They REFUSE to help. Keep getting the run around. Guess I'll have to keep shopping in the meantime.,CUSTOMER: My account was hacked. Way too much time with them trying to get this fixed. They REFUSE to help. Keep getting the run around. Guess I'll have to keep shopping in the meantime.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Hacked account plus repeated failed support attempts; escalate.,ACCOUNT_COMPROMISE_REVIEW,,TAXONOMY_REVIEW,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Hacked account plus repeated failed support attempts; escalate.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0065,amazon_case_0000162,1048807,I am unable to log in Amazon or prime since a month.. cannot use any passwords or email. Plz help,CUSTOMER: I am unable to log in Amazon or prime since a month.. cannot use any passwords or email. Plz help,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Clear login/access problem.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Clear login/access problem.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0066,amazon_case_0000279,2884110,I have forgot my Amazon account login password. Plz share your mail you. I'll share my details through mail.,"CUSTOMER: I purchased on 20 November but still I have not received. How can I receive? Item has bagged for wrong address by instead of my address. <URL>
BRAND: Apologies for the mix-up in delivering the product. Please report it to our support team here: <URL> and you will be connected to our team to assist further. 1/2^SC
BRAND: Please don’t provide your order details as we consider them to be personal information. Our page is visible to the public. 2/2^SC
CUSTOMER: I know nothing, I should get the packet.
BRAND: I get you being upset. We'd like to assist you. Please contact our support team through the link that was provided earlier and we'll check this out for you. Appreciate your understanding.
CUSTOMER: Share your mail ID.
CUSTOMER: I have forgot my Amazon account login password. Plz share your mail you. I'll share my details through mail.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Clear password/login issue.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Clear password/login issue.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0067,amazon_case_0115845,179303,Trying to set up for the 1st time but the app says my Amazon password is incorrect. no. it's not. any ideas?,CUSTOMER: Trying to set up for the 1st time but the app says my Amazon password is incorrect. no. it's not. any ideas?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0068,amazon_case_0108266,954151,Dear I'm unable to log-in to my amazon account. Kindly help me regarding that.,CUSTOMER: Dear I'm unable to log-in to my amazon account. Kindly help me regarding that.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0069,amazon_case_0142156,218170,I cannot login to my amazon account even if my password is correct.What is going on?,CUSTOMER: I cannot login to my amazon account even if my password is correct.What is going on?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0070,amazon_case_0106491,426318,Today again I received wrong item : 403-3179435-0953905,"CUSTOMER: wrong product sent again and again... ref. 408-9359829-4777902
CUSTOMER: Today again I received wrong item : 403-3179435-0953905
BRAND: I'm sorry about the incorrect delivery. Please report this to our support team here: <URL>",NORMAL,RETURNS_AND_REPLACEMENTS,WRONG_ITEM_RECEIVED,WRONG_ITEM_RECEIVED,INITIAL_INQUIRY,False,NORMAL,RETURNS_AND_REPLACEMENTS,WRONG_ITEM_RECEIVED,WRONG_ITEM_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,RETURNS_AND_REPLACEMENTS,WRONG_ITEM_RECEIVED,WRONG_ITEM_RECEIVED,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
