gold_id,case_id,conversation_id,customer_message,context,proposed_status,proposed_areas,proposed_intents,proposed_primary_intent,proposed_states,proposed_should_escalate,human_status,human_areas,human_intents,human_primary_intent,human_states,human_should_escalate,human_escalation_reason,human_notes,review_flags,assistant_outcome,review_priority,assistant_status_recommendation,assistant_areas_recommendation,assistant_intents_recommendation,assistant_primary_intent_recommendation,assistant_states_recommendation,assistant_should_escalate_recommendation,assistant_escalation_reason_recommendation,assistant_notes_recommendation,human_action,adjudication_status
gold_v2_0029,amazon_v2_case_0000029,2400029,Where can I find my tracking number? I want to see which courier is handling it.,CUSTOMER: Where can I find my tracking number? I want to see which courier is handling it.,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Asking where to locate tracking number; MUST NOT be inferred as TRACKING_ALREADY_CHECKED.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Asking where to locate tracking number; MUST NOT be inferred as TRACKING_ALREADY_CHECKED.,SIGNED_OFF,ADJUDICATED
gold_v2_0030,amazon_v2_case_0000030,2400030,How do I find the tracking link on my order confirmation email?,CUSTOMER: How do I find the tracking link on my order confirmation email?,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Locating tracking link guidance.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Locating tracking link guidance.,SIGNED_OFF,ADJUDICATED
gold_v2_0031,amazon_v2_case_0000031,2400031,Can you check the dispatch progress of my new coffee maker? Order placed yesterday.,CUSTOMER: Can you check the dispatch progress of my new coffee maker? Order placed yesterday.,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Routine package whereabouts inquiry within initial delivery timeframe.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Routine package whereabouts inquiry within initial delivery timeframe.,SIGNED_OFF,ADJUDICATED
gold_v2_0032,amazon_v2_case_0000032,2400032,What is the estimated delivery date for my textbook package to Miami?,CUSTOMER: What is the estimated delivery date for my textbook package to Miami?,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Standard ETA query.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Standard ETA query.,SIGNED_OFF,ADJUDICATED
gold_v2_0033,amazon_v2_case_0000033,2400033,"I already checked the tracking, what does this mean when it says departed sorting hub?","CUSTOMER: Can you check on order 112-9901823-1120938?
BRAND: We are checking shipping status. Have you reviewed the carrier tracking portal?
CUSTOMER: I already checked the tracking, what does this mean when it says departed sorting hub?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Customer explicitly checked tracking status and requests status meaning interpretation.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Customer explicitly checked tracking status and requests status meaning interpretation.,SIGNED_OFF,ADJUDICATED
gold_v2_0034,amazon_v2_case_0000034,2400034,Is there a way to track the Amazon delivery van in real-time on a live map?,CUSTOMER: Is there a way to track the Amazon delivery van in real-time on a live map?,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Map tracking feature inquiry.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Map tracking feature inquiry.,SIGNED_OFF,ADJUDICATED
gold_v2_0035,amazon_v2_case_0000035,2400035,"I provided the order number 114-8890213-9912401 in my initial chat, any news on shipping?","CUSTOMER: Hello, I have an inquiry about order 114-8890213-9912401.
BRAND: Thanks for contacting us. Could you share what item or details you are inquiring about?
CUSTOMER: I provided the order number 114-8890213-9912401 in my initial chat, any news on shipping?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,,Multi-turn context where order number was already supplied.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,,Multi-turn context where order number was already supplied.,SIGNED_OFF,ADJUDICATED
gold_v2_0036,amazon_v2_case_0000036,2400036,I checked the status but where do I find the tracking number?,"CUSTOMER: I was looking at my order details online.
BRAND: Were you able to see the fulfillment status for your items?
CUSTOMER: I checked the status but where do I find the tracking number?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Customer inspected status portal but seeks exact tracking number.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Customer inspected status portal but seeks exact tracking number.,SIGNED_OFF,ADJUDICATED
gold_v2_0037,amazon_v2_case_0000037,2400037,"Which shipping carrier is bringing my package today, USPS or Amazon logistics?","CUSTOMER: Which shipping carrier is bringing my package today, USPS or Amazon logistics?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Carrier identification query.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Carrier identification query.,SIGNED_OFF,ADJUDICATED
gold_v2_0038,amazon_v2_case_0000038,2400038,"I already gave you my tracking number and order details in the previous message, when will it arrive at my local depot?","CUSTOMER: Checking shipment for order 109-2231904-4412903 tracking TBA99281203.
BRAND: Thanks, we see your package is in transit.
CUSTOMER: I already gave you my tracking number and order details in the previous message, when will it arrive at my local depot?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,,Multi-turn where tracking details were already provided in prior turn.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,DETAILS_ALREADY_PROVIDED,False,,Multi-turn where tracking details were already provided in prior turn.,SIGNED_OFF,ADJUDICATED
gold_v2_0039,amazon_v2_case_0000039,2400039,"Tracking page indicates 'Package arrived at carrier facility', how long until out for delivery?","CUSTOMER: My package is shipping from the Reno fulfillment center.
BRAND: Have you checked the carrier tracking updates today?
CUSTOMER: Tracking page indicates 'Package arrived at carrier facility', how long until out for delivery?",NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Interpretation of tracking status updates.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,TRACKING_ALREADY_CHECKED,False,,Interpretation of tracking status updates.,SIGNED_OFF,ADJUDICATED
gold_v2_0040,amazon_v2_case_0000040,2400040,I need to know what time of day Amazon drivers normally deliver to residential areas.,CUSTOMER: I need to know what time of day Amazon drivers normally deliver to residential areas.,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Delivery window general information.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,Delivery window general information.,SIGNED_OFF,ADJUDICATED
gold_v2_0041,amazon_v2_case_0000041,2400041,My Prime delivery was guaranteed for yesterday by 8pm but never showed up. Where is it?,CUSTOMER: My Prime delivery was guaranteed for yesterday by 8pm but never showed up. Where is it?,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Standard delayed delivery inquiry.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Standard delayed delivery inquiry.,SIGNED_OFF,ADJUDICATED
gold_v2_0042,amazon_v2_case_0000042,2400042,Package was supposed to arrive 3 days ago. Tracking says delayed in transit due to weather.,"CUSTOMER: Checking on my delayed gaming console.
BRAND: Have you seen any updates on the carrier tracking page?
CUSTOMER: Package was supposed to arrive 3 days ago. Tracking says delayed in transit due to weather.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Customer checked tracking and saw confirmed delay notice.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Customer checked tracking and saw confirmed delay notice.,SIGNED_OFF,ADJUDICATED
gold_v2_0043,amazon_v2_case_0000043,2400043,I contacted UPS already and they told me Amazon hasn't handed over the parcel yet.,"CUSTOMER: My package 112-9901823-1120938 was delayed.
BRAND: Have you contacted UPS regarding the handover status?
CUSTOMER: I contacted UPS already and they told me Amazon hasn't handed over the parcel yet.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Customer already contacted courier UPS directly.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Customer already contacted courier UPS directly.,SIGNED_OFF,ADJUDICATED
gold_v2_0044,amazon_v2_case_0000044,2400044,Called FedEx this morning and the driver said the shipment was rescheduled for next week.,"CUSTOMER: Package was scheduled for Tuesday delivery.
BRAND: Did FedEx provide any updated ETA for delivery?
CUSTOMER: Called FedEx this morning and the driver said the shipment was rescheduled for next week.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Carrier contacted by customer regarding rescheduling.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Carrier contacted by customer regarding rescheduling.,SIGNED_OFF,ADJUDICATED
gold_v2_0045,amazon_v2_case_0000045,2400045,The support rep told me on Monday to wait 48 hours. It is now Friday and still no parcel!,"CUSTOMER: Following up on ticket regarding late order.
BRAND: What timeframe did our representative previously advise you to wait?
CUSTOMER: The support rep told me on Monday to wait 48 hours. It is now Friday and still no parcel!",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,False,,Waiting window advised by support elapsed without delivery.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,False,,Waiting window advised by support elapsed without delivery.,SIGNED_OFF,ADJUDICATED
gold_v2_0046,amazon_v2_case_0000046,2400046,I already contacted support twice about this delayed package. This is my third attempt and still no help.,"CUSTOMER: Need an update on order 113-8829102-4491029.
BRAND: Can you share details about your recent contacts with us regarding this order?
CUSTOMER: I already contacted support twice about this delayed package. This is my third attempt and still no help.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated customer support contacts regarding chronic delay.,,AUTO_ACCEPTED,P2,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated customer support contacts regarding chronic delay.,SIGNED_OFF,ADJUDICATED
gold_v2_0047,amazon_v2_case_0000047,2400047,My birthday gift order is 4 days overdue and tracking has had no movement since Tuesday.,CUSTOMER: My birthday gift order is 4 days overdue and tracking has had no movement since Tuesday.,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Stalled tracking status checked by customer.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Stalled tracking status checked by customer.,SIGNED_OFF,ADJUDICATED
gold_v2_0048,amazon_v2_case_0000048,2400048,I already gave you my tracking number and order details in the previous message. When is it arriving?,"CUSTOMER: Order 111-2093841-0029381 tracking TBA99182312.
BRAND: Thanks, we'd like to check this for you. Could you share your order number again?
CUSTOMER: I already gave you my tracking number and order details in the previous message. When is it arriving?",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,DETAILS_ALREADY_PROVIDED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,DETAILS_ALREADY_PROVIDED,False,,Customer explicitly referencing already-provided order credentials in multi-turn dialogue.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,DETAILS_ALREADY_PROVIDED,False,,Customer explicitly referencing already-provided order credentials in multi-turn dialogue.,SIGNED_OFF,ADJUDICATED
gold_v2_0049,amazon_v2_case_0000049,2400049,Guaranteed same-day delivery failed. It's midnight and my medicine order did not arrive.,CUSTOMER: Guaranteed same-day delivery failed. It's midnight and my medicine order did not arrive.,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Missed same-day fulfillment window.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,Missed same-day fulfillment window.,SIGNED_OFF,ADJUDICATED
gold_v2_0050,amazon_v2_case_0000050,2400050,Tracking states 'Package delayed in transit - delivery appointment scheduled'. What does appointment mean?,"CUSTOMER: My shipment status changed today.
BRAND: What does the tracking timeline indicate on your carrier website?
CUSTOMER: Tracking states 'Package delayed in transit - delivery appointment scheduled'. What does appointment mean?",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Inquiry regarding specialized heavy freight delivery status.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Inquiry regarding specialized heavy freight delivery status.,SIGNED_OFF,ADJUDICATED
gold_v2_0051,amazon_v2_case_0000051,2400051,I spoke to the driver on the phone earlier and he said he ran out of time on his route.,"CUSTOMER: My parcel did not arrive on the truck today.
BRAND: Did the carrier reach out to you directly?
CUSTOMER: I spoke to the driver on the phone earlier and he said he ran out of time on his route.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Customer contacted delivery driver directly.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,CARRIER_ALREADY_CONTACTED,False,,Customer contacted delivery driver directly.,SIGNED_OFF,ADJUDICATED
gold_v2_0052,amazon_v2_case_0000052,2400052,Why is my package stuck at the local distribution hub for over 48 hours?,CUSTOMER: Why is my package stuck at the local distribution hub for over 48 hours?,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Stalled parcel at distribution center.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,Stalled parcel at distribution center.,SIGNED_OFF,ADJUDICATED
gold_v2_0053,amazon_v2_case_0000053,2400053,I contacted customer care 4 times over the last two days. Still getting the runaround regarding my late order!,"CUSTOMER: Please connect me to a supervisor right now.
BRAND: We are here to help, what is the issue with your shipment?
CUSTOMER: I contacted customer care 4 times over the last two days. Still getting the runaround regarding my late order!",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated failed support encounters with chronic delay.,,AUTO_ACCEPTED,P2,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated failed support encounters with chronic delay.,SIGNED_OFF,ADJUDICATED
gold_v2_0054,amazon_v2_case_0000054,2400054,"Courier tracking shows delivery was attempted, but I was home all day and nobody buzzed.","CUSTOMER: Delivery attempted notice received.
BRAND: Were you at home during the scheduled time window?
CUSTOMER: Courier tracking shows delivery was attempted, but I was home all day and nobody buzzed.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,False delivery attempt recorded on tracking.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,TRACKING_ALREADY_CHECKED,False,,False delivery attempt recorded on tracking.,SIGNED_OFF,ADJUDICATED
gold_v2_0055,amazon_v2_case_0000055,2400055,I already reported this late order yesterday. The agent promised a callback within 24 hours that never came.,"CUSTOMER: Still waiting on callback for my shipment.
BRAND: When was the callback scheduled for?
CUSTOMER: I already reported this late order yesterday. The agent promised a callback within 24 hours that never came.",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Broken callback commitment on delayed shipment.,,AUTO_ACCEPTED,P2,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Broken callback commitment on delayed shipment.,SIGNED_OFF,ADJUDICATED
gold_v2_0056,amazon_v2_case_0000056,2400056,I have contacted support 5 separate times about this delayed parcel and each representative transfers me to someone else!,"CUSTOMER: What is the status of ticket #889123?
BRAND: Let me look up your previous chats.
CUSTOMER: I have contacted support 5 separate times about this delayed parcel and each representative transfers me to someone else!",NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Five previous failed support transfers on delayed package.,,AUTO_ACCEPTED,P2,NORMAL,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Five previous failed support transfers on delayed package.,SIGNED_OFF,ADJUDICATED
gold_v2_0057,amazon_v2_case_0000057,2400057,"Tracking shows handed to resident at 11:30am, but no one was home and there is no parcel.","CUSTOMER: Looking for my package.
BRAND: What does the delivery confirmation state on your tracking link?
CUSTOMER: Tracking shows handed to resident at 11:30am, but no one was home and there is no parcel.",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Marked delivered to resident but customer confirms absence.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Marked delivered to resident but customer confirms absence.,SIGNED_OFF,ADJUDICATED
gold_v2_0058,amazon_v2_case_0000058,2400058,"I checked with my building concierge and neighbors, nobody received the parcel that says delivered.","CUSTOMER: My order shows delivered but I don't have it.
BRAND: Have you checked around your property or with neighbors/building staff?
CUSTOMER: I checked with my building concierge and neighbors, nobody received the parcel that says delivered.",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Neighbor and concierge check completed without finding parcel.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Neighbor and concierge check completed without finding parcel.,SIGNED_OFF,ADJUDICATED
gold_v2_0059,amazon_v2_case_0000059,2400059,The delivery photo shows a green front door. My house has a black front door! They delivered to wrong street!,"CUSTOMER: Package was delivered to the wrong location.
BRAND: Does the proof-of-delivery photo in your app match your residence?
CUSTOMER: The delivery photo shows a green front door. My house has a black front door! They delivered to wrong street!",NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Proof-of-delivery photograph shows different premises.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Proof-of-delivery photograph shows different premises.,SIGNED_OFF,ADJUDICATED
gold_v2_0060,amazon_v2_case_0000060,2400060,Got notification: 'Delivered in mailbox'. My mailbox is completely empty.,CUSTOMER: Got notification: 'Delivered in mailbox'. My mailbox is completely empty.,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Delivery to mailbox reported but receptacle empty.,,AUTO_ACCEPTED,P3,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,TRACKING_ALREADY_CHECKED,False,,Delivery to mailbox reported but receptacle empty.,SIGNED_OFF,ADJUDICATED
